"","STU_ID","UWFGPA1stYear","Prior_Hours","StartMajor","Gender","Ethnicity","County","FirstMathCrs","FirstMathCrsGrade","UWFHour1stTerm","UWFGPA1stTerm","Drop1stYear"
"42","18AEAA284521E96539A995195A639096E4BA653A",2.68518518518519,41,"Electrical Engineering","M","White","SANT","MAC1147","C+","12","2.51666666666667","Retained"
"43","18E94638A8E2CA8559EF05394EF53F4061BD17FF",2.684,0,"Mechanical Engineering","M","Non-Resident Alien","OKAL","MAC1147","C","13","2.53076923076923","Retained"
"44","1A80AB743EE28DCC4393566D99B918E1BCCB3C23",3.503125,22,"Computer Information Systems","M","White","ESCA","MAC2312","A","14","3.07857142857143","Retained"
"45","1AF429635024049E0F1772B4AFD1DBE8A2C6DA8D",2.95263157894737,12,"Computer Science","M","African American","ESCA","MAC1147","B+","16","3.31875","Retained"
"46","1C168A46E8F0ACDDCF2964E416C5D10327C525E7",3.25909090909091,13,"Mechanical Engineering","M","White","ESCA","MAC2311","C","15","3.16","Retained"
"47","1C1DE34A6D05B09C27C2DD3ACE39B6AC9A117027",2.26785714285714,11,"Marine Biology","M","White","CITR","MAC1105C","F","12","0.666666666666667","Retained"
"48","1C231F6F15D8EA6C5209A3794DF31A593D1887F8",3.93421052631579,26,"Marine Biology","F","White","SANT","MAC1147","A","13","3.94615384615385","Retained"
"49","1CC60FB2F48DAD319C4E63E88CD8AAFB47A4A2F4",2.85185185185185,16,"Mechanical Engineering","M","White","OKAL","MAC1147","B+","13","3.47692307692308","Retained"
"50","1D19D4B5DFFC112B1DAEBEB8C2BA7DC5BDF0A436",3.09090909090909,13,"Computer Science","M","Asian","OKAL","MAC2312","C","14","3.07857142857143","Retained"
"51","1E125B8A2407A8DE38DD23D57899D9D231B7AEC5",3.38846153846154,34,"Cybersecurity","M","White","ESCA","MAC2312","A","13","3.46923076923077","Retained"
"52","1F75D1A60555825D2B66817858AB7692AFFD2A34",3.45,3,"Marine Biology","F","White","NFLA","MAC1105C","A-","14","3.26428571428571","Retained"
"53","213275995F19401110A89290FFC169427D61C176",3.96,0,"Software Engineering","M","White","SANT","MAC1147","A-","14","3.91428571428571","Retained"
"54","23231B8C6E35CB7D87BE231654D5F684CC79F522",3.45384615384615,12,"Biomedical Sciences","F","African American","COLL","MAC1147","A","12","3.31666666666667","Retained"
"55","23370C14687E3E2FD0DE6070AAB9EDE3B5664773",3.425,23,"Cybersecurity","M","Two or More","SANT","NoAttempt","NoAttempt","16","3.675","Retained"
"56","234867462EA006BEFFF1FD145280ED3E620EFE72",3.78518518518519,6,"Electrical Engineering","M","White","ESCA","MAC1147","A","13","3.76923076923077","Retained"
"57","242B79E85375C1AD752AA20D0CB2794AF9358029",3.59117647058823,9,"Biomedical Sciences","F","White","ESCA","MAC1147","A","14","3.65","Retained"
"58","2534B7625FF8DF13CCC7276346938186F9222965",2.97714285714286,25,"Mechanical Engineering","F","White","ESCA","MAC2312","B","15","2.74","Retained"
"59","261926CE60D8E73FB1A84B05779F6F7B4F1B5709",1,0,"Physics","M","Two or More","DUVA","MAC1105C","F","10","0","Dropped"
"60","26CAB5D28985335980E299BB1C4008288385FF7D",3.12903225806452,0,"Cybersecurity","M","African American","NFLA","MAC1105C","A","10","3.4","Retained"
"61","26EC32D963FE8474FD3BDFDB38152C2AA8619B3D",2.82631578947368,9,"Marine Biology","F","White","OKAL","MAC1105C","C+","12","2.45833333333333","Retained"
"62","27A5DB1A9E0A3B717AAE57B6291FAE342305F821",0,0,"Marine Biology","M","White","COLL","MAC1147","W","3","0","Dropped"
"63","28204E6D76B7A2F2F9AAC0F4A72731F340A95789",3.41,28,"Biomedical Sciences","F","White","SANT","MAC1114","B","10","3.42","Retained"
"64","287E83960F2B2CC73A6C2CFD8A268DE2D0ED99D1",2.42857142857143,0,"Mechanical Engineering","M","White","ESCA","MAC1147","C","13","2.06923076923077","Retained"
"65","29ABE090ADEB271622E768760A88DC06AC24D668",3.4125,6,"Cybersecurity","F","White","VOLU","MAC1147","A-","14","3.42142857142857","Retained"
"66","29DEF0C8ADA01F66287158F62FEE675642534BCA",0,31,"Software Engineering","M","White","BAY","MAC1147","F","13","0","Dropped"
"67","2A9B6FF037122D8218660AEDE51664803EEE2249",2.39333333333333,9,"Natural Science","M","Hispanic","ESCA","MAC1105C","C-","14","2.69285714285714","Retained"
"68","2C8C839C6B3D72C284B224EFA13B6934F2246469",4,37,"Chemistry","M","White","ORAN","MAC1147","A","14","4","Retained"
"69","2C95B7100E26DD63DDCF4E9EFB1386729908770E",0,76,"Biomedical Sciences","F","African American","ESCA","NoAttempt","NoAttempt","4","2.475","Dropped"
"70","2D0616F43A2B8638BDA6AFBF43A22024B31BA644",3.86071428571429,15,"Mechanical Engineering","M","White","OKAL","MAC1147","A","14","3.72142857142857","Retained"
"71","2D45D59B599601DDBE02DE85F71338E4A98FEDFA",2.97307692307692,3,"Cybersecurity","M","Hispanic","BROW","MAC1147","C","13","2.55384615384615","Retained"
"72","2DA4BC5C3A24056ADB70330769712A2BB583ADC0",4,10,"Electrical Engineering","M","White","ESCA","MAC2312","A","15","4","Retained"
"73","2DBEEFA8AD50F90DC10AE68D11A81BE28E8AB49B",2.475,31,"Environmental Management","M","Two or More","BAY","MAC1147","W","11","1.8","Dropped"
"74","2E2FA6EA74065672169EAAAAACFE13D2717A3855",1.68,0,"Cybersecurity","M","White","ESCA","MAC1105C","C","15","1.68","Dropped"
"75","2E5C25BAD1A0EAB20DB70D78793FF79029C21600",2.24615384615385,0,"Mechanical Engineering","M","Not Reported","DADE","MAC1147","D+","13","2.24615384615385","Dropped"
"76","2FC005FE0E21B29127DCF999115722F59996C17B",2.70645161290323,9,"Marine Biology","F","Asian","ESCA","MAC1147","B","13","3.08461538461538","Retained"
"77","3001A414ED6B3B25BFA942EA9A421C15F1432B08",2.676,0,"Marine Biology","F","African American","NFLA","MAC1105C","C","14","2.42142857142857","Retained"
"78","31C5B36B74026A785518C68E52E4C3AE9935408A",4,44,"Mechanical Engineering","M","White","SANT","MAC1147","A","13","4","Retained"
"79","32B46C63C4EB29E07CEF331F1358E840661E6672",2,15,"Computer Science","F","White","ESCA","NoAttempt","NoAttempt","12","1.5","Retained"
"80","32BB80AFCADB91857537413639292070742DF3D3",3.028125,32,"Biomedical Sciences","M","Asian","ESCA","MAC1147","A","16","3.21875","Retained"
"81","32F3E4FF52FA6DF23AA20C3C8D1C078DAA4724A8",3.93214285714286,29,"Marine Biology","F","White","ORAN","MAC1105","A","14","3.86428571428571","Retained"
"82","3373CB1F21F2120E2D17B1358AC6F1E58035C075",2.89411764705882,7,"Biomedical Sciences","F","African American","BROW","MAC1105C","W","4","2","Retained"
"83","33B2BF0AC04908117266AA3AE6BB7F35BBC6CB1A",2.62307692307692,0,"Mechanical Engineering","F","Two or More","ALAC","MAC1105C","B","14","3.15714285714286","Retained"
"84","33EDAD3A6C9DC067E0440EB496825C251D78C923",3.20689655172414,0,"Biomedical Sciences","M","White","OKAL","MAC1147","B","14","3.21428571428571","Retained"
"85","34527E618C8D2D62679E1C313AC53AEE3BF087AB",3.03448275862069,0,"Biomedical Sciences","F","White","ESCA","MAC1105C","B-","14","2.70714285714286","Retained"
"86","34B4F47F2882012F3AF7FF8C6D9D4C27FE1C89A5",1.86153846153846,10,"Mechanical Engineering","M","White","NFLA","MAC1105C","C+","13","1.86153846153846","Dropped"
"87","34C93DDA8D545C3C6FA52F0A4E44B652492DED4A",2.69166666666667,25,"Marine Biology","F","White","LEE","MAC1147","C+","12","2.69166666666667","Retained"
"88","36BD12D4D4F88FAD0167A997F9725E6437E293AD",2.78965517241379,9,"Computer Science","M","White","ESCA","MAC1105C","B+","13","3.16153846153846","Retained"
"89","3790447F999533E4652DE64DBB7F16294CB5F578",2.79777777777778,52,"Biomedical Sciences","F","White","SANT","MAC1147","C+","17","2.83529411764706","Retained"
"90","37D3A000087D6CE3FBBA041373AA4D5C1039F439",3.188,0,"Mechanical Engineering","M","White","ESCA","MAC1105C","D","13","2.61538461538462","Retained"
"91","381777837B8C2D8A99F343D6DF8BF6F20E967259",1.98076923076923,11,"Marine Biology","F","Two or More","SANT","MAC1105C","C","15","2.13333333333333","Retained"
"92","3850B22B1ED5ADF2886853E9E5D49EA582F0BD92",3.9,63,"Natural Science","F","White","PINE","MAC1147","A","15","4","Retained"
"93","3911E8AFC95105DE7D1209AB83FF340C219687BE",2.68666666666667,30,"Biomedical Sciences","M","Hispanic","SANT","MAC1147","A","13","3.1","Retained"
"94","3932F54D077C27402B7EDDDC35F6C05900598170",2.771875,44,"Mechanical Engineering","F","White","CLAY","MAC2312","D","14","2.47857142857143","Retained"
"95","39667E2A58FAD99E3E5BA12ED746847FA4BFD9AE",3.10833333333333,9,"Mechanical Engineering","M","White","ESCA","MAC2311","C+","12","3.10833333333333","Dropped"
"96","3B6593E215D1346FFB4DC10580A270C8C86DA559",3.89565217391304,28,"Biomedical Sciences","F","White","SANT","NoAttempt","NoAttempt","14","3.72142857142857","Retained"
"97","3BAF57C43B4FA004B5DA90BC1137F659CA94F16A",2.52692307692308,15,"Software Engineering","M","White","ESCA","MAC2311","C+","13","2.71538461538462","Dropped"
"98","3C56F6A04BE451D28747AC9D7783A93EA109C722",3.09666666666667,0,"Biomedical Sciences","M","White","NFLA","NoAttempt","NoAttempt","13","3.24615384615385","Retained"
"99","3F2B6947492BCBBCAA459721DE4796F29967F224",2.62307692307692,0,"Marine Biology","M","Two or More","SANT","MAC1105C","C","14","2.36428571428571","Retained"
"100","3F57270E815B6BA6F91812C8D6496031A55F0E8D",2.08723404255319,16,"Electrical Engineering","M","Hispanic","ESCA","MAC1147","C","14","2.51428571428571","Retained"
"101","3FBB5A7885C3235F4ADDF0110E1F349FB6DFDDAD",3.15,19,"Biomedical Sciences","F","White","SANT","MAC1147","C+","15","2.62666666666667","Retained"
"102","40056AD7924365F7344046A763771AF79162E2F6",3.04444444444444,0,"Chemistry","M","White","NFLA","MAC1147","B+","14","3.15714285714286","Retained"
"103","40D7DC72C8B53B24B87C104C8F7D6C961384E541",3.92307692307692,12,"Chemistry","F","White","SANT","MAC1147","A","14","3.93571428571429","Retained"
"104","414F2029008748AE712E46FB465EDBEBE067720D",2.57142857142857,0,"Marine Biology","M","Two or More","MANA","MAC1105C","B+","14","2.57142857142857","Dropped"
"105","42788FACAB073DEAF4F86722100E242C4160DBE5",3.53571428571429,43,"Mechanical Engineering","M","White","OKAL","MAC2311","A-","15","3.81333333333333","Retained"
"106","4279A5291E8C3E5768410BBC7C57C70AE0C7492F",2.42380952380952,88,"Mechanical Engineering","F","Hispanic","WALT","MAC2312","W","10","3","Retained"
"107","42C4649DDCC8D9F99C84A61F81039437E7B97A46",3.75405405405405,0,"Chemistry","F","White","ESCA","MAC1147","A","14","3.78571428571429","Retained"
"108","4391ED3893B63E43C3766457C9E864127D8E9662",3.35526315789474,6,"Computer Science","M","White","SANT","MAC2311","A","13","3.46923076923077","Retained"
"109","4393DA29652FBC34A266FED330C2653CAAA93B48",3.70909090909091,0,"Biology","F","White","SANT","MAC1147","A","14","3.78571428571429","Retained"
"110","43AE5F5C2F6C5B075268627FF2EE6072E438FAF4",3.54583333333333,68,"Biomedical Sciences","F","White","DUVA","MAC2311","A","12","3.41666666666667","Retained"
"111","447CEB92797F7FC8ACA96F48FBBDC907C9DB06FE",3.32,13,"Biomedical Sciences","M","Hispanic","CITR","MAC1147","B-","14","3.34285714285714","Retained"
"112","44BC3AD8DFC3D38CA42EC9E51536E7E923094FE8",0,3,"Biomedical Sciences","M","American Indian/Alaskan Native","NFLA","MAC1147","W","4","1.5","Dropped"
"113","4518BF4008014B7A22E757A7EAC2FCC8414E69F7",2.98965517241379,44,"Biomedical Sciences","F","White","JACK","MAC1147","C","13","2","Retained"
"114","477D9E1720312FA77F9F53380118D08C34874798",3.27857142857143,22,"Natural Science","F","White","ORAN","MAC1105C","B-","14","3.39285714285714","Retained"
"115","480FAC5E3B5538C90B7A8FFC46DB4D325C8BD217",3.684,13,"Mechanical Engineering","M","White","ESCA","MAC2312","B","12","3.41666666666667","Retained"
"116","48CE5F7BCB35B31286DF68C2BAF925B1D42D8D14",3.15789473684211,31,"Marine Biology","M","White","PALM","MAC1105C","C-","8","2.85","Retained"
"117","48E9D5EEC5DBDAD8BB5955102457B3E1DFE31DC5",0,15,"Electrical Engineering","M","White","SANT","MAC1147","C","12","1.54166666666667","Dropped"
"118","4AF339EDFFF717C224B53187C21F4B1ACE752973",3.425,16,"Marine Biology","F","White","NFLA","MAC1147","B","15","3.59333333333333","Retained"
"119","4CD5A649D990739969278707F093292D70C26FEA",2.85,18,"Biomedical Sciences","F","White","SANT","MAC1105C","W","6","2.85","Retained"
"120","4DD46F968369AD397C33C45602A76329FE8E4ADE",3.57,12,"Environmental Management","M","White","ESCA","NoAttempt","NoAttempt","13","3.63076923076923","Retained"
"121","4DDD60FAE3E640C46F3008D53C3A04FB22C40DEA",3.14615384615385,15,"Biomedical Sciences","M","White","OKAL","MAC1147","A","13","3.14615384615385","Dropped"
"122","4DE011B858D8B027B7D880589AC0790B4F9805AE",2.525,0,"Computer Engineering","M","White","OKAL","MAC1147","C-","13","2.20769230769231","Retained"
"123","4E2A0D661E8741E1ACDB626CEC76A49014068B31",3.040625,0,"Biochemistry","F","White","ESCA","MAC1147","A","14","3.45714285714286","Retained"
"124","4E2F743D2B4391A35FD5F0D33FEBFC2FC53A3BD8",3.25263157894737,89,"Biomedical Sciences","F","White","OKAL","NoAttempt","NoAttempt","15","3.46","Retained"
"125","4E5CF502D43E5AE3B1BD0E983A3E842EDD47E5F0",2.8,12,"Marine Biology","M","Hispanic","BREV","MAC1147","D","14","2.14285714285714","Retained"
"126","4ED897AC7982B0C0434B41DE06F4EDCD1F7C534A",1.74285714285714,19,"Biomedical Sciences","M","White","WALT","MAC1147","W","8","1.525","Dropped"
"127","4EDCFAC04F26759D76A88750D2115D098C0E402B",3.17096774193548,6,"Biology","F","African American","ESCA","NoAttempt","NoAttempt","15","3.34","Retained"
"128","4EFE0F521924D96F8FFC11915527E20B1E10646B",2.54193548387097,9,"Natural Science","M","White","SANT","MAC1147","C+","12","2.63333333333333","Retained"
"129","4FB79A3DE363E8E555D36F25E6BD1F37F57E14F3",3.2037037037037,0,"Chemistry","F","African American","NFLA","MAC1147","C","14","2.4","Retained"
"130","500520CA868B0F6ADA0DAA7E9A1666CF7F385AE2",2.91666666666667,21,"Marine Biology","M","White","SANT","MAC1147","B-","13","2.77692307692308","Retained"
"131","504B0BF09A05D7D42229CBB29F7E3760F1D163EA",3.67777777777778,29,"Biomedical Sciences","F","White","SANT","MAC1147","A","15","3.61333333333333","Dropped"
"132","51CF22932523C9356DD63714A69B1F966AA1CB69",1.984,6,"Computer Engineering","M","Two or More","SANT","MAC1147","C-","14","2.15714285714286","Dropped"
"133","53C878600AC9D60E8BD6CC7A84614C9BE01CB755",3.43793103448276,7,"Biology","M","White","SANT","NoAttempt","NoAttempt","14","3.57142857142857","Retained"
"134","53E92B1B3064D5AA86BAF461ED7C4ACEAF497E5C",4,62,"Electrical Engineering","M","White","ESCA","MAC2312","A","17","4","Dropped"
"135","557C32329BA48FF3E5A05DB9BAC79E6A88C142FF",3.27878787878788,24,"Mechanical Engineering","M","White","SANT","MAC1147","A","15","3.53333333333333","Retained"
"136","56BD7E16AE33FB10B0EB91FFC429FF061C087E10",3.492,23,"Biomedical Sciences","F","White","SANT","MAC1147","C","11","2.09090909090909","Retained"
"137","57D3AB57D30CA7FB398D052CB0479CB72393083A",2.95925925925926,6,"Cybersecurity","F","Asian","ESCA","MAC1147","A","14","3.42142857142857","Retained"
"138","5A6A2D57FAACEF84512E11CD45E428728CF55B67",4,32,"Biomedical Sciences","F","White","ESCA","NoAttempt","NoAttempt","14","4","Retained"
"139","5B4A2582F1D1C8A24C4CC670F21E3BAEBDC77B79",2.6075,30,"Marine Biology","F","African American","OSCE","MAC1105C","B","14","2.28571428571429","Retained"
"140","5B75B3A3A9E548F2FB6FF4B87C5C1295DB47EBBC",3.76923076923077,21,"Cybersecurity","M","White","ESCA","MAC1147","A","13","3.83846153846154","Retained"
"141","5BD6607ACBF18310799EA58A0497551DA1785794",2.58,0,"Biomedical Sciences","F","Hispanic","ESCA","MAC1105C","B","10","2.58","Retained"
"142","5C5189102BD45A136DDBEAF25F2DAC8F8C50D69A",2.85,53,"Biomedical Sciences","M","White","SANT","NoAttempt","NoAttempt","12","3.09166666666667","Retained"
"143","5C77EDF41C76CFAADF9068F2B6D659864A0E5724",3.5,16,"Marine Biology","F","White","NFLA","MAC1147","A","14","3.5","Dropped"
"144","5C7EF76D963833A32D322AFAD1DB510BAFD5C858",3.21333333333333,0,"Marine Biology","M","White","CLAY","MAC1147","B+","12","3.10833333333333","Retained"
"145","5D26634EE849FC5660163BEFB47C301F358E06FF",4,32,"Biomedical Sciences","M","White","SANT","MAC1147","A","13","4","Retained"
"146","5FC7CF0C0AFE99B3DE43B2B1396712A0EFC69E9F",1.91,0,"Mathematics","M","White","NFLA","MAC1147","D+","14","1.73571428571429","Dropped"
"147","60A3F6B43FEB47CDD54E80C9DCA621FAEDFC698F",2.928,6,"Cybersecurity","M","White","SANT","MAC1147","B-","13","3.23076923076923","Retained"
"148","6155F6B1886C126405B98FFAB7DC4F03D885BDE6",0.214285714285714,13,"Physics","M","Two or More","ESCA","MAC1147","NF","14","0.214285714285714","Dropped"
"149","6222B37EF70E3635BCA8B2FC7B8FA19BD87F888C",3.39285714285714,12,"Biomedical Sciences","F","White","ESCA","NoAttempt","NoAttempt","14","3.28571428571429","Retained"
"150","62278975FE3F40202BAA40AD793C77ACD52D2909",2.6625,0,"Electrical Engineering","M","White","NFLA","MAC1147","D+","15","1.98666666666667","Retained"
"151","63A7F13087E0618AC8A117D1549477139353D37F",3.65384615384615,10,"Electrical Engineering","F","White","DUVA","MAC2312","A","12","3.825","Retained"
"152","6416CFFCDC059A0035CD7C016D8664F0E8A24F2D",2.11785714285714,9,"Computer Information Systems","M","African American","HILL","MAC1105C","F","13","1.08461538461538","Retained"
"153","64C81D3DAB750D236C5D76FBF1CEDB3BC839909B",3.12307692307692,66,"Mechanical Engineering","M","White","SANT","NoAttempt","NoAttempt","13","3.46923076923077","Retained"
"154","64D1D5E105993D68B6A0FCEA4640F247DF963F51",2.69393939393939,9,"Biomedical Sciences","M","African American","BAY","MAC1105C","B-","14","2.47142857142857","Retained"
"155","6539D7F181ACEC9C871F2E86074270719614FEF5",3.952,15,"Mechanical Engineering","M","White","SANT","MAC1147","A","12","4","Retained"
"156","65FB37BE520DA16ADED9935C46C702ABE4879564",3.224,27,"Mechanical Engineering","M","White","OKAL","MAC1147","A-","12","3.65833333333333","Retained"
"157","6646114B696DACF527A423AA96E97282C6C91745",2.6,6,"Cybersecurity","M","White","ESCA","MAC1147","C+","13","2.39230769230769","Retained"
"158","66F6DA10ADFF5A13C30077174D312A6607E86844",3.48235294117647,21,"Biomedical Sciences","M","White","ESCA","MAC1147","A","13","3.52307692307692","Retained"
"159","68E0EF4DD7576D0A7E4FA52917882601D151B927",3.28928571428571,0,"Mechanical Engineering","M","White","NFLA","MAC1105C","B-","13","3.23076923076923","Retained"
"160","68E53C460E140AE5CAA7537C80EAC953A6266A81",3.3037037037037,23,"Marine Biology","F","White","NFLA","MAC1147","A","14","3.37142857142857","Retained"
"161","690DDAACE803C98D53D1CA1FF3D0F344F280B3A9",3.63333333333333,75,"Physics BA","F","White","OKAL","MAC2311","A","13","3.60769230769231","Retained"
"162","695B1AB572B56DA5896655F0A77F21B14227D478",1.14285714285714,4,"Mechanical Engineering","M","White","SANT","MAC1147","C","13","0.615384615384615","Dropped"
"163","6A18C6BD1B9570368654C983A3DD7C6CA2D89021",3.75,0,"Information Engineering Tech","M","White","SANT","NoAttempt","NoAttempt","12","3.75","Retained"
"164","6B749890B5AA6D47CFFEFF4B4058D1A740D1AA6F",3.55151515151515,6,"Biomedical Sciences","F","White","ESCA","MAC1147","A","14","3.56428571428571","Retained"
"165","6BD45E62AFEDD346F28CFC6B2D6B3AF56D251279",3.5,0,"Biology","F","White","SANT","NoAttempt","NoAttempt","14","3.28571428571429","Retained"
"166","6C90C141167A403485FF6A306F6BCE8123C58F10",1.71666666666667,18,"Mechanical Engineering","M","White","SANT","NoAttempt","NoAttempt","12","1.075","Dropped"
"167","6C9D0C680F15BF184A72687808774F7275502904",3.15862068965517,18,"Electrical Engineering","M","Hispanic","MARI","MAC1147","B+","13","3.12307692307692","Retained"
"168","6CBC41ADBD6B287AC006F73AAAD18C18EFB3F8AF",3.97352941176471,15,"Biomedical Sciences","F","White","SANT","MAC1147","A","13","3.93076923076923","Retained"
"169","6CBF163408421BB015CB930C258DCA6F7243BE9E",3.09142857142857,3,"Computer Science","M","White","SANT","MAC1105C","B-","13","3.3","Retained"
